reference_id,source_path,display_name,sha256,width,height,mode,alpha,current_consumer,provenance,license_status,approved_use,assets_served,reason,attachment_priority,do_not_copy
PR11,C:\Users\JOSE DAVID\Downloads\I11\final_access_world5_map_v01.webp,final_access_world5_map_v01.webp,A034AA6940E2043870FF3EE0B6C833DF4F3C3F15CFD386C846DB78AA1CBFC07F,1024,1024,RGBA,yes,NOT_RUNTIME,Produced and human-approved under 021D/021E; audited in Downloads,NOT_DOCUMENTED / H07_OPEN,APPROVED_PRODUCTION_REFERENCE,FINAL-PLATE-TITLE-001|FINAL-PLATE-CREDITS-001|FINAL-PLATE-ACTION-001|FINAL-PLATE-DIALOG-001,Approved access production evidence for family scale and contrast; do not reuse as plate art.,COMMON:11,"Do not edit, recompress, promote or use as runtime; reference-pack copies must remain byte-identical."
PR12,C:\Users\JOSE DAVID\Downloads\I12\final_access_label_backplate_v01.png,final_access_label_backplate_v01.png,36257FEC3E1E69D58A9F5E7CA2543F983D309776E45F757D1A81A7CAECFA3698,1024,256,RGBA,yes,NOT_RUNTIME,Produced and human-approved under 021D/021E; audited in Downloads,NOT_DOCUMENTED / H07_OPEN,APPROVED_PRODUCTION_REFERENCE,FINAL-PLATE-TITLE-001|FINAL-PLATE-CREDITS-001|FINAL-PLATE-ACTION-001|FINAL-PLATE-DIALOG-001,"Canonical PNG authority for apparent pixel scale, bronze edge and technical 9-slice comparison.",COMMON:12,"Do not edit, recompress, promote or use as runtime; reference-pack copies must remain byte-identical."
PR13-DERIVED,C:\Users\JOSE DAVID\Downloads\I12\final_access_label_backplate_v01.webp,Noncanonical derived WebP label,AF248DF788A8C39528A71B3872EA0F74456406C16BD117CE5F91CC40A4E06557,1024,256,RGBA,yes,NONE,Derived sibling in Downloads; PNG is canonical,NOT_DOCUMENTED / H07_OPEN,NOT_ALLOWED,FINAL-PLATE-TITLE-001|FINAL-PLATE-CREDITS-001|FINAL-PLATE-ACTION-001|FINAL-PLATE-DIALOG-001,Documents the homonymous derived file so it cannot be mistaken for authority.,DO_NOT_ATTACH,"Do not attach as authority, copy, edit, promote or substitute for PR12 PNG."
UI01,docs/visual/final/021b-preproduction/final_021b_ui_backplate_candidates.png,021B UI backplate candidate sheet,DB6CBA4180C7E8F57081DC523EFC2DD521C51EA957A4777F420B810C315B6BD4,1600,1224,RGB,no,GVO_FINAL_021B documentation,Approved art-direction package; documentary,NOT_APPLICABLE_DOCUMENTARY,TECHNICAL_9SLICE_REFERENCE,FINAL-PLATE-TITLE-001|FINAL-PLATE-CREDITS-001|FINAL-PLATE-ACTION-001|FINAL-PLATE-DIALOG-001,Compares W2/W4 shapes and proves they were not approved for Final.,COMMON:13,Document only; do not treat thumbnails as source art.
UI02,public/assets/gvo/current-used/world-2-root/dialogue/world2_dialogue_panel_backplate_v01.png,W2 dialogue panel backplate,F6373B121E65B758FB64950A19D1B0D1531D48BA6A8FBD71272ACDA95902EB7D,1400,700,RGBA,yes,World2RootScreen,W2 runtime,SPECIFIC_LICENSE_NOT_DOCUMENTED / H07_OPEN,MATERIAL_REFERENCE,FINAL-PLATE-DIALOG-001,Soft materiality and broad content field; binary promotion prohibited.,DIALOG:03,"Do not copy binary, silhouette, purple identity or consumer semantics."
UI03,public/assets/gvo/current-used/world-2-root/dialogue/world2_dialogue_card_mobile_safe_v01.png,W2 mobile-safe dialogue card,31C8CD26AC29F7D555DEDFCD1F552D7B87B63757BEA05F716B263DC997487550,1400,700,RGBA,yes,World2RootScreen,W2 runtime,SPECIFIC_LICENSE_NOT_DOCUMENTED / H07_OPEN,COMPOSITION_REFERENCE,FINAL-PLATE-DIALOG-001,Mobile-safe proportion evidence; not Mirador art.,DIALOG:04,"Do not copy binary, purple frame, ornaments or text field styling."
UI04,public/assets/gvo/current-used/world-4-root/ui/world4_text_card_backplate_v01.png,W4 text-card backplate,671C85418875F6AE70EA29D5E7D1AFDA4E3A761795949C0772BE9F974D480324,1536,512,RGBA,yes,World4RootScreen,W4 runtime HUMAN_APPROVED,SPECIFIC_LICENSE_NOT_DOCUMENTED / H07_OPEN,TECHNICAL_9SLICE_REFERENCE,FINAL-PLATE-TITLE-001|FINAL-PLATE-CREDITS-001|FINAL-PLATE-DIALOG-001,Stable wide center and edge behavior; material language is not transferred.,COMMON:14,"Do not copy binary, exact contour, futuristic material or consumer semantics."
UI05,public/assets/gvo/current-used/world-4-root/ui/world4_open_world5_button_backplate_v01.png,W4 action backplate,BA8F1C704892A7DE229564340BCAD08CABF80946337A5458933ECFEC70ACA875,1024,512,RGBA,yes,World4RootScreen,W4 runtime HUMAN_APPROVED,SPECIFIC_LICENSE_NOT_DOCUMENTED / H07_OPEN,TECHNICAL_9SLICE_REFERENCE,FINAL-PLATE-ACTION-001|FINAL-PLATE-DIALOG-001,Stable button corners and center; reference only.,COMMON:15,"Do not copy binary, exact contour, lighting or futuristic identity."
UI06,docs/visual/final/021e-access-production-briefs/final_021e_label_9slice_guide.png,021E label 9-slice guide,408CD329047AAB4F98F4C9DB1C5B4CDF27F608AC38EC15BC9352B802D7B71DDF,1536,1024,RGB,no,GVO_FINAL_021E documentation,Verified 021E technical guide,NOT_APPLICABLE_DOCUMENTARY,TECHNICAL_9SLICE_REFERENCE,FINAL-PLATE-TITLE-001|FINAL-PLATE-CREDITS-001|FINAL-PLATE-ACTION-001|FINAL-PLATE-DIALOG-001,"Approved label insets, safe-area vocabulary and scale benchmark.",COMMON:16,Guide only; never final art or runtime.
CAM01,docs/visual/final/021b-preproduction/final_021b_camera_375x667.png,Approved camera 375×667,233BB3CE129DB4115C9E880FF6EFB3264615566D879247DD3E806E7006146A27,375,667,RGB,no,GVO_FINAL_021B/021C documentation,021B camera HUMAN_APPROVED by 021C,NOT_APPLICABLE_DOCUMENTARY,COMPOSITION_REFERENCE,FINAL-PLATE-TITLE-001|FINAL-PLATE-CREDITS-001|FINAL-PLATE-ACTION-001|FINAL-PLATE-DIALOG-001,"Exact approved viewport, anchors and safe-area evidence.",COMMON:17,Document only; do not copy schematic styling into final art.
CAM02,docs/visual/final/021b-preproduction/final_021b_camera_390x844.png,Approved camera 390×844,04926572A496AC959A7162DE9354DC069403DA934A1C31658A7492364A8239B0,390,844,RGB,no,GVO_FINAL_021B/021C documentation,021B camera HUMAN_APPROVED by 021C,NOT_APPLICABLE_DOCUMENTARY,COMPOSITION_REFERENCE,FINAL-PLATE-TITLE-001|FINAL-PLATE-CREDITS-001|FINAL-PLATE-ACTION-001|FINAL-PLATE-DIALOG-001,"Exact approved viewport, anchors and safe-area evidence.",COMMON:18,Document only; do not copy schematic styling into final art.
CAM03,docs/visual/final/021b-preproduction/final_021b_camera_667x375.png,Approved camera 667×375,B138BCB918F2C3DADDA5153832DB7D756ADAD719C96A654875C1B5E01F1092C3,667,375,RGB,no,GVO_FINAL_021B/021C documentation,021B camera HUMAN_APPROVED by 021C,NOT_APPLICABLE_DOCUMENTARY,COMPOSITION_REFERENCE,FINAL-PLATE-TITLE-001|FINAL-PLATE-CREDITS-001|FINAL-PLATE-ACTION-001|FINAL-PLATE-DIALOG-001,"Exact approved viewport, anchors and safe-area evidence.",COMMON:19,Document only; do not copy schematic styling into final art.
CAM04,docs/visual/final/021b-preproduction/final_021b_camera_844x390.png,Approved camera 844×390,84B26D487129C7B1EE043F4A7780ABC7CE89CFCC3005C7C09035E91D46EA7B35,844,390,RGB,no,GVO_FINAL_021B/021C documentation,021B camera HUMAN_APPROVED by 021C,NOT_APPLICABLE_DOCUMENTARY,COMPOSITION_REFERENCE,FINAL-PLATE-TITLE-001|FINAL-PLATE-CREDITS-001|FINAL-PLATE-ACTION-001|FINAL-PLATE-DIALOG-001,"Exact approved viewport, anchors and safe-area evidence.",COMMON:20,Document only; do not copy schematic styling into final art.
CAM05,docs/visual/final/021b-preproduction/final_021b_camera_1024x768.png,Approved camera 1024×768,D6BD5B713C295374E91CFF132CC606A637D6969B5025DFCAEADF9C800A7F72BC,1024,768,RGB,no,GVO_FINAL_021B/021C documentation,021B camera HUMAN_APPROVED by 021C,NOT_APPLICABLE_DOCUMENTARY,COMPOSITION_REFERENCE,FINAL-PLATE-TITLE-001|FINAL-PLATE-CREDITS-001|FINAL-PLATE-ACTION-001|FINAL-PLATE-DIALOG-001,"Exact approved viewport, anchors and safe-area evidence.",COMMON:21,Document only; do not copy schematic styling into final art.
CAM06,docs/visual/final/021b-preproduction/final_021b_camera_1365x768.png,Approved camera 1365×768,C3555FC781ADCF7DA32E652FC4CB63E2FF0E518EA206A27B29F35FBC32A93E10,1365,768,RGB,no,GVO_FINAL_021B/021C documentation,021B camera HUMAN_APPROVED by 021C,NOT_APPLICABLE_DOCUMENTARY,COMPOSITION_REFERENCE,FINAL-PLATE-TITLE-001|FINAL-PLATE-CREDITS-001|FINAL-PLATE-ACTION-001|FINAL-PLATE-DIALOG-001,"Exact approved viewport, anchors and safe-area evidence.",COMMON:22,Document only; do not copy schematic styling into final art.
DOC01,docs/visual/final/021f-ui-backplate-production-briefs/final_021f_title_9slice_guide.png,Title 9-slice guide,687E514B9CDA4B9B5974C9958CC201FFBAFA11388F32EDC0F52A0EFCEA929FB8,1536,1024,RGB,no,GVO_FINAL_021F documentation,Generated deterministically by 021F,NOT_APPLICABLE_DOCUMENTARY,TECHNICAL_9SLICE_REFERENCE,FINAL-PLATE-TITLE-001,Technical production handoff; flat schematic overlays are not art.,COMMON:23,"PREPRODUCTION ONLY; do not ship, promote or treat as final art."
DOC02,docs/visual/final/021f-ui-backplate-production-briefs/final_021f_credits_9slice_guide.png,Credits 9-slice guide,0BE7D309EEAB40CA8C75D2AC2D44CE51A3B461E02781030BA2246138833F1073,1536,1024,RGB,no,GVO_FINAL_021F documentation,Generated deterministically by 021F,NOT_APPLICABLE_DOCUMENTARY,TECHNICAL_9SLICE_REFERENCE,FINAL-PLATE-CREDITS-001,Technical production handoff; flat schematic overlays are not art.,COMMON:24,"PREPRODUCTION ONLY; do not ship, promote or treat as final art."
DOC03,docs/visual/final/021f-ui-backplate-production-briefs/final_021f_action_9slice_guide.png,Action 9-slice guide,7FF94666501CD41FCD96B06798133C385F1817D2DD1F4D8C5FD8D89DE19D14BE,1536,1024,RGB,no,GVO_FINAL_021F documentation,Generated deterministically by 021F,NOT_APPLICABLE_DOCUMENTARY,TECHNICAL_9SLICE_REFERENCE,FINAL-PLATE-ACTION-001,Technical production handoff; flat schematic overlays are not art.,COMMON:25,"PREPRODUCTION ONLY; do not ship, promote or treat as final art."
DOC04,docs/visual/final/021f-ui-backplate-production-briefs/final_021f_dialog_layout_decision_sheet.png,Dialogue A/B/C decision sheet,93FEC09E6952E2B67F7637131ECF6CE2876B57850740BB0DD965C8566463B16F,1920,1080,RGB,no,GVO_FINAL_021F documentation,Generated deterministically by 021F,NOT_APPLICABLE_DOCUMENTARY,COMPOSITION_REFERENCE,FINAL-PLATE-DIALOG-001,Technical production handoff; flat schematic overlays are not art.,COMMON:26,"PREPRODUCTION ONLY; do not ship, promote or treat as final art."
DOC05,docs/visual/final/021f-ui-backplate-production-briefs/final_021f_ui_backplates_portrait_fit.png,Portrait fit sheet,127EC7DE24C82AF65D5E71D937A883135B26ACB2C0A1CBBAC126677C695D9046,1600,1200,RGB,no,GVO_FINAL_021F documentation,Generated deterministically by 021F,NOT_APPLICABLE_DOCUMENTARY,COMPOSITION_REFERENCE,FINAL-PLATE-TITLE-001|FINAL-PLATE-CREDITS-001|FINAL-PLATE-ACTION-001|FINAL-PLATE-DIALOG-001,Technical production handoff; flat schematic overlays are not art.,COMMON:27,"PREPRODUCTION ONLY; do not ship, promote or treat as final art."
DOC06,docs/visual/final/021f-ui-backplate-production-briefs/final_021f_ui_backplates_landscape_667x375_fit.png,Landscape and 667×375 fit sheet,971C46CDA2C9150E3A352486EDEAF72EC6309C8483CBA548BAAB7FC41B63C481,2000,1400,RGB,no,GVO_FINAL_021F documentation,Generated deterministically by 021F,NOT_APPLICABLE_DOCUMENTARY,COMPOSITION_REFERENCE,FINAL-PLATE-TITLE-001|FINAL-PLATE-CREDITS-001|FINAL-PLATE-ACTION-001|FINAL-PLATE-DIALOG-001,Technical production handoff; flat schematic overlays are not art.,COMMON:28,"PREPRODUCTION ONLY; do not ship, promote or treat as final art."
DOC07,docs/visual/final/021f-ui-backplate-production-briefs/final_021f_dom_text_fit_contact_sheet.png,DOM text fit contact sheet,B92AF2F1E5D6C57AD02A70F6491C12756A008DF64534C0334BDF790C56CD3F95,1920,1400,RGB,no,GVO_FINAL_021F documentation,Generated deterministically by 021F,NOT_APPLICABLE_DOCUMENTARY,CONTRAST_REFERENCE,FINAL-PLATE-TITLE-001|FINAL-PLATE-CREDITS-001|FINAL-PLATE-ACTION-001|FINAL-PLATE-DIALOG-001,Technical production handoff; flat schematic overlays are not art.,COMMON:29,"PREPRODUCTION ONLY; do not ship, promote or treat as final art."
