reference_id,source_path,display_name,sha256,width,height,mode,alpha,current_consumer,provenance,license_status,approved_use,assets_served,reason,attachment_priority,do_not_copy
W2C,docs/visual/final/021b-preproduction/final_021b_world2_memory_candidates.png,Contact sheet Mundo II,5096346F7CFE60C78FC936ABC2880B33B03D23AA3AB5CE440B43C1C6D572044B,1600,1224,RGB,no,GVO_FINAL_021B documentación,Generación documental 021B; aprobación visual 021C,PROJECT_DOCUMENTATION,IDENTITY_REFERENCE,FINAL-ACCESS-II-001,Relación planta–pulso y síntesis de memoria,ACCESS-II:1,"YES; documento, no arte"
W2P,public/assets/gvo/current-used/world-2-root/plant/world2_main_living_plant_v01.png,W2 planta viva,1BF0B6DF13162407AC6DA1CF2895D5E3DEDB08B78BAE62F9154425DE9F7F178F,1400,2200,RGBA,yes,world2RuntimeAssets/World2RootScreen,Copiado desde Descargas según README,PATH_LICENSE_EXACTOS_NO_DOCUMENTADOS; referencia solamente,IDENTITY_REFERENCE,FINAL-ACCESS-II-001,Identidad de planta bioeléctrica,ACCESS-II:2,YES; no copiar planta ni binario
W2W,public/assets/gvo/current-used/world-2-root/signal/world2_raw_bioelectric_waveform_v01.png,W2 waveform bioeléctrico,9403CD167B62FDD5E40D522743EF73D5312709F6C0D16808809D1D3EB057E617,1600,900,RGBA,yes,world2RuntimeAssets/World2RootScreen,Copiado desde Descargas según README,PATH_LICENSE_EXACTOS_NO_DOCUMENTADOS; referencia solamente,ART_DIRECTION_ONLY,FINAL-ACCESS-II-001,Ritmo visual de señal violeta,ACCESS-II:3,YES; no copiar waveform ni binario
W2N,public/assets/gvo/current-used/world-2-root/signal/world2_pulse_core_node_v01.png,W2 núcleo de pulso,ABA5E43C27271DBE48C939AA5E26E64BF3EBD39F5F06E85B0FB11EB9B0E8B64C,1024,1024,RGBA,yes,world2RuntimeAssets/World2RootScreen,Copiado desde Descargas según README,PATH_LICENSE_EXACTOS_NO_DOCUMENTADOS; referencia solamente,ART_DIRECTION_ONLY,FINAL-ACCESS-II-001,Foco violeta contenido,ACCESS-II:4,YES; no copiar halo ni binario
W3C,docs/visual/final/021b-preproduction/final_021b_world3_memory_candidates.png,Contact sheet Mundo III,63246C5D079D81A4DC89558BA57A7EE7911E2459880B149D3DF552A4138B3FFA,1600,1224,RGB,no,GVO_FINAL_021B documentación,Generación documental 021B; aprobación visual 021C,PROJECT_DOCUMENTATION,IDENTITY_REFERENCE,FINAL-ACCESS-III-001,Memoria visual de Cuaderno de pruebas,ACCESS-III:1,"YES; documento, no arte"
W3B,public/assets/gvo/current-used/world-3-root/notebook/world3_notebook_open_base_v01.png,W3 cuaderno abierto,3ABF81F4772302CB7A38B9C428C104951E35D087FF1F5989C55468DDEC31D0F3,1536,1024,RGBA,yes,World3RootScreen,W3 runtime aprobado,NO_DOCUMENTADA; referencia solamente,IDENTITY_REFERENCE,FINAL-ACCESS-III-001,Silueta y materialidad del cuaderno,ACCESS-III:2,YES; no copiar cuaderno ni binario
W3M,public/assets/gvo/current-used/world-3-root/index/world3_index_notebook_marks_sheet_v01.png,W3 marcas pictóricas,5B3D1E3631DA7454F765D7524A7479272A59E45B15109A895CBA8B5C4E3ED358,1024,512,RGBA,yes,World3IndexNotebookMarks,W3 runtime aprobado,NO_DOCUMENTADA; referencia solamente,ART_DIRECTION_ONLY,FINAL-ACCESS-III-001,Economía de marcas pictóricas abstractas,ACCESS-III:3,YES; no copiar símbolos ni binario
W4C,docs/visual/final/021b-preproduction/final_021b_world4_memory_candidates.png,Contact sheet Mundo IV,258A935D079A250CDE218115DFE9A00559D5B919FFC75D78EFACA02EB140E41D,1600,1224,RGB,no,GVO_FINAL_021B documentación,Generación documental 021B; aprobación visual 021C,PROJECT_DOCUMENTATION,IDENTITY_REFERENCE,FINAL-ACCESS-IV-001,Memoria visual de Mesa de sistema,ACCESS-IV:1,"YES; documento, no arte"
W4T,public/assets/gvo/current-used/world-4-root/table/world4_table_top_v01.png,W4 superficie de mesa,414D3DBF394ACC4C6649C46B6703400B8419E0EB912BA12ADAD36B56E9B74282,1536,1024,RGBA,yes,World4Stage,W4 runtime HUMAN_APPROVED,NO_DOCUMENTADA; referencia solamente,MATERIAL_REFERENCE,FINAL-ACCESS-IV-001,"Masa, borde y perspectiva de mesa",ACCESS-IV:2,YES; no copiar forma ni binario
W4R,public/assets/gvo/current-used/world-4-root/route/world4_system_route_base_v01.png,W4 ruta de sistema,111B8855F3FFE68BE5EE27DB16317C26C389012BAA1E36B5E8202863151460AB,1536,1024,RGBA,yes,World4Stage,W4 runtime HUMAN_APPROVED,NO_DOCUMENTADA; referencia solamente,ART_DIRECTION_ONLY,FINAL-ACCESS-IV-001,Síntesis de red y curva,ACCESS-IV:3,YES; no copiar ruta ni binario
W4N,public/assets/gvo/current-used/world-4-root/objects/world4_node_central_system_v01.png,W4 nodo central,069DDCF6DCA26053C067D649D8794A19C06D21307C0E725D2FE71AFF4DFF2EAA,1024,1024,RGBA,yes,World4NodeStack,W4 runtime HUMAN_APPROVED,NO_DOCUMENTADA; referencia solamente,IDENTITY_REFERENCE,FINAL-ACCESS-IV-001,Jerarquía de nodo técnico,ACCESS-IV:4,YES; no copiar nodo ni binario
W5C,docs/visual/final/021b-preproduction/final_021b_world5_memory_candidates.png,Contact sheet Mundo V,1AD4492038C8DFB97224C397AFC98DADEE592D8DDA8AED501E67218D8791287A,1600,1224,RGB,no,GVO_FINAL_021B documentación,Generación documental 021B; aprobación visual 021C,PROJECT_DOCUMENTATION,IDENTITY_REFERENCE,FINAL-ACCESS-V-001,Memoria visual de Mapa del presente,ACCESS-V:1,"YES; documento, no arte"
W5E,public/assets/gvo/current-used/world-5-root/world5_map_environment_portrait_v01.webp,W5 base de mapa portrait,4EA310071C8D7D6CAEBAFBF2D245DF20F8F36603D0BF61E62EBCAD5FCD3546A0,1440,2560,RGB,no,world5RuntimeAssets/World5RootScreen,Manifest ST5-020G; fuente local registrada,NO_DOCUMENTADA; referencia solamente,COMPOSITION_ALIGNMENT_REFERENCE,FINAL-ACCESS-V-001,Idea de mapa/cavidad y síntesis espacial,ACCESS-V:2,YES; no copiar cavidad ni binario
W5P,public/assets/gvo/current-used/world-5-root/world5_map_sector_plants_v01.webp,W5 sector Plantas,6694571EF217B853C8A76E027F99988133315538E7A286721210BDD4D0E0A530,1536,1536,RGBA,yes,world5RuntimeAssets/World5RootScreen,Manifest ST5-020G; fuente local registrada,NO_DOCUMENTADA; referencia solamente,IDENTITY_REFERENCE,FINAL-ACCESS-V-001,Vocabulario de sector y masa,ACCESS-V:3,YES; no copiar plantas ni binario
W5S,public/assets/gvo/current-used/world-5-root/world5_map_sector_system_v01.webp,W5 sector Sistema,B1534F1E43D248A30283E0FA3A94C383F9012B1F146B329EB6F446F743805C20,1536,1536,RGBA,yes,world5RuntimeAssets/World5RootScreen,Manifest ST5-020G; fuente local registrada,NO_DOCUMENTADA; referencia solamente,IDENTITY_REFERENCE,FINAL-ACCESS-V-001,Vocabulario de marcador/dispositivo,ACCESS-V:4,YES; no copiar dispositivo ni binario
PLC,docs/visual/final/021b-preproduction/final_021b_ui_backplate_candidates.png,Contact sheet backplates,DB6CBA4180C7E8F57081DC523EFC2DD521C51EA957A4777F420B810C315B6BD4,1600,1224,RGB,no,GVO_FINAL_021B documentación,Generación documental 021B; aprobación visual 021C,PROJECT_DOCUMENTATION,TECHNICAL_9SLICE_REFERENCE,FINAL-PLATE-LABEL-001,"Comparación de bordes, centros y materialidad",PLATE:1,"YES; documento, no arte"
PLW1,public/assets/gvo/current-used/world-4-root/ui/world4_text_card_backplate_v01.png,W4 text card backplate,671C85418875F6AE70EA29D5E7D1AFDA4E3A761795949C0772BE9F974D480324,1536,512,RGBA,yes,World4RootScreen,W4 runtime HUMAN_APPROVED,NO_DOCUMENTADA; referencia solamente,TECHNICAL_9SLICE_REFERENCE,FINAL-PLATE-LABEL-001,Centro ancho y estabilidad de borde,PLATE:2,YES; no copiar contorno ni binario
PLW2,public/assets/gvo/current-used/world-4-root/ui/world4_open_world5_button_backplate_v01.png,W4 button backplate,BA8F1C704892A7DE229564340BCAD08CABF80946337A5458933ECFEC70ACA875,1024,512,RGBA,yes,World4RootScreen,W4 runtime HUMAN_APPROVED,NO_DOCUMENTADA; referencia solamente,TECHNICAL_9SLICE_REFERENCE,FINAL-PLATE-LABEL-001,Esquinas y centro extensible,PLATE:3,YES; no copiar contorno ni binario
PLD,public/assets/gvo/current-used/world-2-root/dialogue/world2_dialogue_card_mobile_safe_v01.png,W2 dialogue card,31C8CD26AC29F7D555DEDFCD1F552D7B87B63757BEA05F716B263DC997487550,1400,700,RGBA,yes,World2RootScreen,W2 runtime,NO_DOCUMENTADA; referencia solamente,MATERIAL_REFERENCE,FINAL-PLATE-LABEL-001,Contraste de centro y borde ornamental,PLATE:4,YES; no copiar forma ni binario
O01,docs/visual/final/021e-access-production-briefs/final_021e_access_portrait_alignment_overlay.png,Portrait alignment overlay,6EB4D0E81F0B83840D29B470DF805571062197E98070B51EB494719DEBDF0ED8,1440,2560,RGB,no,GVO_FINAL_021E documentation,Guía determinista 021E derivada de contratos 021B/021C y referencias Environment aprobadas,PROJECT_DOCUMENTATION,COMPOSITION_ALIGNMENT_REFERENCE,FINAL-ACCESS-I-001;FINAL-ACCESS-II-001;FINAL-ACCESS-III-001;FINAL-ACCESS-IV-001;FINAL-ACCESS-V-001;FINAL-PLATE-LABEL-001,"Geometría, safe areas, escala, no-solape o 9-slice contractual",COMMON:8,"YES; guía técnica, nunca arte final ni runtime"
O02,docs/visual/final/021e-access-production-briefs/final_021e_access_landscape_alignment_overlay.png,Landscape alignment overlay,DBBBEA41AB9025F3E815D722B3A73217480626EE37BB38D22C473A5E64849CB5,2560,1440,RGB,no,GVO_FINAL_021E documentation,Guía determinista 021E derivada de contratos 021B/021C y referencias Environment aprobadas,PROJECT_DOCUMENTATION,COMPOSITION_ALIGNMENT_REFERENCE,FINAL-ACCESS-I-001;FINAL-ACCESS-II-001;FINAL-ACCESS-III-001;FINAL-ACCESS-IV-001;FINAL-ACCESS-V-001;FINAL-PLATE-LABEL-001,"Geometría, safe areas, escala, no-solape o 9-slice contractual",COMMON:9,"YES; guía técnica, nunca arte final ni runtime"
O03,docs/visual/final/021e-access-production-briefs/final_021e_access_square_safearea_overlay.png,Square safe-area overlay,A2E4BDCDE32D9D7B3027665B3321ECDE4CDAE1496705D0CD9E89C79A035DB477,1024,1024,RGB,no,GVO_FINAL_021E documentation,Guía determinista 021E derivada de contratos 021B/021C y referencias Environment aprobadas,PROJECT_DOCUMENTATION,COMPOSITION_ALIGNMENT_REFERENCE,FINAL-ACCESS-I-001;FINAL-ACCESS-II-001;FINAL-ACCESS-III-001;FINAL-ACCESS-IV-001;FINAL-ACCESS-V-001,"Geometría, safe areas, escala, no-solape o 9-slice contractual",COMMON:10,"YES; guía técnica, nunca arte final ni runtime"
O04,docs/visual/final/021e-access-production-briefs/final_021e_access_family_scale_contact_sheet.png,Family scale contact sheet,87008F4D76983B018BD527AA4B9C70864B6A68560B847DDA32E66ECA9072C9A0,2560,1440,RGB,no,GVO_FINAL_021E documentation,Guía determinista 021E derivada de contratos 021B/021C y referencias Environment aprobadas,PROJECT_DOCUMENTATION,COMPOSITION_ALIGNMENT_REFERENCE,FINAL-ACCESS-I-001;FINAL-ACCESS-II-001;FINAL-ACCESS-III-001;FINAL-ACCESS-IV-001;FINAL-ACCESS-V-001,"Geometría, safe areas, escala, no-solape o 9-slice contractual",COMMON:11,"YES; guía técnica, nunca arte final ni runtime"
O05,docs/visual/final/021e-access-production-briefs/final_021e_label_9slice_guide.png,Label 9-slice guide,408CD329047AAB4F98F4C9DB1C5B4CDF27F608AC38EC15BC9352B802D7B71DDF,1536,1024,RGB,no,GVO_FINAL_021E documentation,Guía determinista 021E derivada de contratos 021B/021C y referencias Environment aprobadas,PROJECT_DOCUMENTATION,TECHNICAL_9SLICE_REFERENCE,FINAL-PLATE-LABEL-001,"Geometría, safe areas, escala, no-solape o 9-slice contractual",COMMON:12,"YES; guía técnica, nunca arte final ni runtime"
