reference_id,source_path,display_name,sha256,width,height,mode,alpha,current_consumer,provenance,license_status,approved_use,assets_served,reason,attachment_priority,do_not_copy
R11,public/assets/gvo/current-used/world-4-root/environment/world4_haze_overlay_v01.png,W4 haze restringido,A9FFC0E062A43B033D3D68F070D43D49870B88D45B085B4755E6E6F65B634894,1536,1536,RGBA,yes,World4Stage,W4 runtime HUMAN_APPROVED; fuente versionada y hash inventariado,NO_DOCUMENTADA; no reutilización binaria,MATERIAL_REFERENCE,FINAL-DEPTH-P-001;FINAL-DEPTH-L-001,Referencia de alpha suave localizado sin velo global,DEPTH-P:3;DEPTH-L:3,YES; no copiar textura ni distribución
R12,public/assets/gvo/current-used/world-4-root/table/world4_table_top_v01.png,W4 superficie estructural,414D3DBF394ACC4C6649C46B6703400B8419E0EB912BA12ADAD36B56E9B74282,1536,1024,RGBA,yes,World4Stage,W4 runtime HUMAN_APPROVED; fuente versionada y hash inventariado,NO_DOCUMENTADA; no reutilización binaria,MATERIAL_REFERENCE,FINAL-MIRADOR-P-001;FINAL-MIRADOR-L-001,"Referencia de masa, borde y sombra de contacto estructural",MIRADOR-P:2;MIRADOR-L:2,YES; no copiar silueta de mesa ni binario
R13,public/assets/gvo/current-used/world-5-root/world5_map_environment_portrait_v01.webp,W5 cámara portrait,4EA310071C8D7D6CAEBAFBF2D245DF20F8F36603D0BF61E62EBCAD5FCD3546A0,1440,2560,RGB,no,World5RootScreen,Manifest ST5-020G; fuente local registrada y versionada,NO_DOCUMENTADA; no reutilización binaria,COMPOSITION_REFERENCE,FINAL-ENV-P-001,"Referencia técnica de canvas portrait y escala aparente, no contenido",ENV-P:3,"YES; no copiar cavidad, textura ni forma"
R14,public/assets/gvo/current-used/world-5-root/world5_map_environment_landscape_v01.webp,W5 cámara landscape,7EB9261B1ED1CE01B6ABAE302FA020A99DBFE2B5BA0F30A493E665F6753D938C,2560,1440,RGB,no,World5RootScreen,Manifest ST5-020G; fuente local registrada y versionada,NO_DOCUMENTADA; no reutilización binaria,COMPOSITION_REFERENCE,FINAL-ENV-L-001,"Referencia técnica de canvas landscape independiente, no contenido",ENV-L:3,"YES; no copiar cavidad, textura ni forma"
R15,public/assets/gvo/current-used/world-5-root/world5_map_sector_plants_v01.webp,W5 plantas estructurales,6694571EF217B853C8A76E027F99988133315538E7A286721210BDD4D0E0A530,1536,1536,RGBA,yes,World5RootScreen,Manifest ST5-020G; fuente local registrada y versionada,NO_DOCUMENTADA; no reutilización binaria,MATERIAL_REFERENCE,FINAL-MIRADOR-P-001;FINAL-MIRADOR-L-001,Masas vegetales claras y lectura alpha a escala reducida,MIRADOR-P:4;MIRADOR-L:4,"YES; no copiar macetas, plantas ni binario"
O01,docs/visual/final/021d-asset-production-briefs/final_021d_env_portrait_generation_overlay.png,ENV portrait generation overlay,033B0B8AFAD6C98D3F8773896FBF09570AA3DE7F36C4EB2BC48A56A0024CD021,1440,2560,RGB,no,GVO_FINAL_021D documentation,Overlay determinista 021D derivado de wireframe 021B aprobado,PROJECT_DOCUMENTATION,COMPOSITION_REFERENCE,FINAL-ENV-P-001,"Geometría, core, exclusiones, bleed y anchors contractuales",ENV-P:2,"YES; guía técnica, nunca arte ni runtime"
O02,docs/visual/final/021d-asset-production-briefs/final_021d_env_landscape_generation_overlay.png,ENV landscape generation overlay,232D7EDF8B1E860B9D65BAEAB09AD72658D6F3A40A2B68DB8AE969BCEF2A9D03,2560,1440,RGB,no,GVO_FINAL_021D documentation,Overlay determinista 021D derivado de wireframe 021B aprobado,PROJECT_DOCUMENTATION,COMPOSITION_REFERENCE,FINAL-ENV-L-001,"Geometría, core, exclusiones, bleed y anchors contractuales",ENV-L:2,"YES; guía técnica, nunca arte ni runtime"
O03,docs/visual/final/021d-asset-production-briefs/final_021d_depth_portrait_layer_map.png,DEPTH portrait alpha map,7C146B91B3B4F79483F6469EEBFF59BC79254F0EEC040FAED046152388406C87,1440,2560,RGB,no,GVO_FINAL_021D documentation,Overlay determinista 021D derivado de wireframe 021B aprobado,PROJECT_DOCUMENTATION,COMPOSITION_REFERENCE,FINAL-DEPTH-P-001,"Geometría, core, exclusiones, bleed y anchors contractuales",DEPTH-P:1,"YES; guía técnica, nunca arte ni runtime"
O04,docs/visual/final/021d-asset-production-briefs/final_021d_depth_landscape_layer_map.png,DEPTH landscape alpha map,C780DC36C908671EC1633FC9F476B1B4872A6F0FCC2ED556F674099D506D3852,2560,1440,RGB,no,GVO_FINAL_021D documentation,Overlay determinista 021D derivado de wireframe 021B aprobado,PROJECT_DOCUMENTATION,COMPOSITION_REFERENCE,FINAL-DEPTH-L-001,"Geometría, core, exclusiones, bleed y anchors contractuales",DEPTH-L:1,"YES; guía técnica, nunca arte ni runtime"
O05,docs/visual/final/021d-asset-production-briefs/final_021d_mirador_portrait_exclusion_map.png,MIRADOR portrait exclusion map,4A5B4BD666A29B0787364271B05465AF839EE5B63B6408422218B204AAC0CB8C,1440,1280,RGB,no,GVO_FINAL_021D documentation,Overlay determinista 021D derivado de wireframe 021B aprobado,PROJECT_DOCUMENTATION,COMPOSITION_REFERENCE,FINAL-MIRADOR-P-001,"Geometría, core, exclusiones, bleed y anchors contractuales",MIRADOR-P:2,"YES; guía técnica, nunca arte ni runtime"
O06,docs/visual/final/021d-asset-production-briefs/final_021d_mirador_landscape_exclusion_map.png,MIRADOR landscape exclusion map,3D961E5998F95EB257FE6654AC1050607C8B38FC01AA196051593222291A171F,2560,900,RGB,no,GVO_FINAL_021D documentation,Overlay determinista 021D derivado de wireframe 021B aprobado,PROJECT_DOCUMENTATION,COMPOSITION_REFERENCE,FINAL-MIRADOR-L-001,"Geometría, core, exclusiones, bleed y anchors contractuales",MIRADOR-L:2,"YES; guía técnica, nunca arte ni runtime"
